County,Year,Population,Index Count,Violent Count,Property Count,Firearm Count,Index Rate,Violent Rate,Property Rate,Firearm Rate
Dutchess,2001,280666,6118,627,5491,72,2179.8,223.4,1956.4,25.7
Dutchess,2000,279733,6346,609,5737,77,2268.6,217.7,2050.9,27.5
Dutchess,1999,265628,6618,603,6015,93,2491.5,227.0,2264.4,35.0
Dutchess,1998,265243,6635,680,5955,85,2501.5,256.4,2245.1,32.0
Dutchess,1997,260996,7565,840,6725,88,2898.5,321.8,2576.7,33.7
Dutchess,1996,261693,7635,935,6700,98,2917.5,357.3,2560.3,37.4
Dutchess,1995,260997,7687,1103,6584,131,2945.2,422.6,2522.6,50.2
Dutchess,1994,263713,7570,889,6681,119,2870.5,337.1,2533.4,45.1
Dutchess,1993,264128,7908,888,7020,132,2994.0,336.2,2657.8,50.0
Dutchess,1992,261299,9046,1017,8029,146,3461.9,389.2,3072.7,55.9
Dutchess,1991,260427,9240,974,8266,139,3548.0,374.0,3174.0,53.4
Dutchess,1990,259462,8957,1104,7853,110,3452.1,425.5,3026.6,42.4
Erie,2016,917172,25818,3792,22026,1154,2815.0,413.4,2401.5,125.8
Erie,2015,922022,26091,3788,22303,1022,2829.8,410.8,2418.9,110.8
Erie,2014,921558,28347,3925,24422,1101,3076.0,425.9,2650.1,119.5
Erie,2013,920162,29295,4089,25206,1092,3183.7,444.4,2739.3,118.7
Erie,2012,922983,31468,4227,27241,1186,3409.4,458.0,2951.4,128.5
Erie,2011,923171,31411,4201,27210,1155,3402.5,455.1,2947.4,125.1
Erie,2010,895158,32568,4528,28040,1144,3638.2,505.8,3132.4,127.8
Erie,2009,905273,32656,4915,27741,1331,3607.3,542.9,3064.4,147.0
Erie,2008,908651,33375,4735,28640,1299,3673.0,521.1,3151.9,143.0
Erie,2007,914914,33249,4541,28708,1231,3634.1,496.3,3137.8,134.5
Erie,2006,933195,32581,5015,27566,1450,3491.3,537.4,2953.9,155.4
Erie,2005,937659,34458,5017,29441,1353,3674.9,535.1,3139.8,144.3
Erie,2004,943107,33304,4715,28589,1068,3531.3,499.9,3031.4,113.2
Erie,2003,946656,34622,4843,29779,1184,3657.3,511.6,3145.7,125.1
Erie,2002,959333,32269,4635,27634,1101,3363.7,483.1,2880.5,114.8
Erie,2001,952014,35182,4572,30610,1032,3695.5,480.2,3215.3,108.4
Erie,2000,965641,35471,4545,30926,1074,3673.3,470.7,3202.6,111.2
Erie,1999,935566,35890,4162,31728,852,3836.2,444.9,3391.3,91.1
Erie,1998,946455,39325,4535,34790,876,4155.0,479.2,3675.8,92.6
Erie,1997,965877,44160,5100,39060,1225,4572.0,528.0,4044.0,126.8
Erie,1996,968442,46220,5546,40674,1299,4772.6,572.7,4199.9,134.1
Erie,1995,965846,49897,8179,41718,1457,5166.1,846.8,4319.3,150.9
Erie,1994,975490,51657,8752,42905,1749,5295.5,897.2,4398.3,179.3
Erie,1993,977004,53398,8100,45298,1440,5465.5,829.1,4636.4,147.4
Erie,1992,975430,56304,8516,47788,1364,5772.2,873.1,4899.2,139.8
Erie,1991,972153,55414,8277,47137,989,5700.1,851.4,4848.7,101.7
Erie,1990,968532,52314,7390,44924,758,5401.4,763.0,4638.4,78.3
Essex,2016,36615,394,57,337,4,1076.1,155.7,920.4,10.9
Essex,2015,36992,382,46,336,3,1032.7,124.4,908.3,8.1
Essex,2014,37221,341,44,297,8,916.1,118.2,797.9,21.5
Essex,2013,37412,449,43,406,5,1200.1,114.9,1085.2,13.4
Essex,2012,37885,517,43,474,13,1364.7,113.5,1251.2,34.3
Essex,2011,38031,617,47,570,3,1622.4,123.6,1498.8,7.9
Essex,2010,35964,523,37,486,6,1454.2,102.9,1351.4,16.7
Essex,2009,36495,520,49,471,2,1424.9,134.3,1290.6,5.5
Essex,2008,36790,467,51,416,3,1269.4,138.6,1130.7,8.2
Essex,2007,37259,540,80,460,2,1449.3,214.7,1234.6,5.4
Essex,2006,37515,552,55,497,2,1471.4,146.6,1324.8,5.3
Essex,2005,38957,549,53,496,4,1409.2,136.0,1273.2,10.3
Essex,2004,39067,470,61,409,4,1203.1,156.1,1046.9,10.2
Essex,2003,39001,568,51,517,0,1456.4,130.8,1325.6,0.0
Essex,2002,39222,672,64,608,6,1713.3,163.2,1550.2,15.3
Essex,2001,38922,719,58,661,3,1847.3,149.0,1698.3,7.7
Essex,2000,39114,767,125,642,1,1960.9,319.6,1641.4,2.6
Essex,1999,37592,649,111,538,0,1726.4,295.3,1431.2,0.0
Essex,1998,38449,646,86,560,2,1680.1,223.7,1456.5,5.2
Essex,1997,37875,682,80,602,2,1800.7,211.2,1589.4,5.3
Essex,1996,37978,728,75,653,2,1916.9,197.5,1719.4,5.3
Essex,1995,37878,727,74,653,0,1919.3,195.4,1724.0,0.0
Essex,1994,37646,740,91,649,9,1965.7,241.7,1724.0,23.9
Essex,1993,37707,772,96,676,2,2047.4,254.6,1792.8,5.3
Essex,1992,37411,871,88,783,5,2328.2,235.2,2093.0,13.4
Essex,1991,37288,899,82,817,3,2411.0,219.9,2191.1,8.0
Essex,1990,37152,959,78,881,4,2581.3,209.9,2371.3,10.8
Franklin,2016,50135,706,108,598,7,1408.2,215.4,1192.8,14.0
Franklin,2015,51082,840,88,752,3,1644.4,172.3,1472.1,5.9
Franklin,2014,51796,850,53,797,6,1641.1,102.3,1538.7,11.6
Franklin,2013,51936,876,61,815,7,1686.7,117.5,1569.2,13.5
Franklin,2012,51829,1042,57,985,4,2010.5,110.0,1900.5,7.7
Franklin,2011,51831,973,61,912,2,1877.3,117.7,1759.6,3.9
Franklin,2010,49634,943,57,886,3,1899.9,114.8,1785.1,6.0
Franklin,2009,50448,937,65,872,8,1857.4,128.8,1728.5,15.9
Franklin,2008,50353,1003,95,908,2,1991.9,188.7,1803.3,4.0
Franklin,2007,50805,997,145,852,13,1962.4,285.4,1677.0,25.6
Franklin,2006,51170,965,157,808,9,1885.9,306.8,1579.1,17.6
Franklin,2005,51082,867,155,712,8,1697.3,303.4,1393.8,15.7
Franklin,2004,51154,1029,165,864,2,2011.6,322.6,1689.0,3.9
Franklin,2003,51051,1003,193,810,4,1964.7,378.1,1586.6,7.8
Franklin,2002,51622,1059,197,862,5,2051.5,381.6,1669.8,9.7
Franklin,2001,51228,1018,199,819,1,1987.2,388.5,1598.7,2.0
Franklin,2000,50590,1020,205,815,2,2016.2,405.2,1611.0,4.0
Franklin,1999,48639,928,177,751,2,1907.9,363.9,1544.0,4.1
Franklin,1998,49032,847,173,674,2,1727.4,352.8,1374.6,4.1
Franklin,1997,49028,1089,163,926,2,2221.2,332.5,1888.7,4.1
Franklin,1996,49161,1157,179,978,7,2353.5,364.1,1989.4,14.2
Franklin,1995,49030,1267,237,1030,5,2584.1,483.4,2100.8,10.2
Franklin,1994,48122,1193,232,961,7,2479.1,482.1,1997.0,14.5
Franklin,1993,48199,1208,177,1031,8,2506.3,367.2,2139.0,16.6
Franklin,1992,46868,1063,160,903,8,2268.1,341.4,1926.7,17.1
Franklin,1991,46713,1147,197,950,5,2455.4,421.7,2033.7,10.7
Franklin,1990,46540,1166,226,940,7,2505.4,485.6,2019.8,15.0
Fulton,2016,53221,1181,149,1032,10,2219.0,280.0,1939.1,18.8
Fulton,2015,53542,1309,123,1186,10,2444.8,229.7,2215.1,18.7
Fulton,2014,54329,1465,63,1402,8,2696.5,116.0,2580.6,14.7
Fulton,2013,54677,1527,62,1465,14,2792.8,113.4,2679.4,25.6
Fulton,2012,55347,1559,52,1507,9,2816.8,94.0,2722.8,16.3
Fulton,2011,55649,1605,61,1544,14,2884.1,109.6,2774.5,25.2
Fulton,2010,54344,1689,123,1566,24,3108.0,226.3,2881.6,44.2
Fulton,2009,54912,1522,112,1410,18,2771.7,204.0,2567.7,32.8
Fulton,2008,55012,1487,99,1388,12,2703.0,180.0,2523.1,21.8
Fulton,2007,55242,1615,132,1483,14,2923.5,238.9,2684.6,25.3
Fulton,2006,55675,1517,100,1417,13,2724.7,179.6,2545.1,23.3
Fulton,2005,55542,1607,109,1498,11,2893.3,196.2,2697.1,19.8
Fulton,2004,55312,1499,95,1404,13,2710.1,171.8,2538.3,23.5
Fulton,2003,55143,1288,82,1206,12,2335.7,148.7,2187.0,21.8
Fulton,2002,55598,1495,74,1421,4,2688.9,133.1,2555.8,7.2
Fulton,2001,55174,1476,93,1383,6,2675.2,168.6,2506.6,10.9
Fulton,2000,55116,1513,134,1379,20,2745.1,243.1,2502.0,36.3
Fulton,1999,52976,1532,140,1392,5,2891.9,264.3,2627.6,9.4
Fulton,1998,53399,1596,159,1437,7,2988.8,297.8,2691.1,13.1
Fulton,1997,54330,1771,170,1601,9,3259.7,312.9,2946.8,16.6
Fulton,1996,54478,2145,174,1971,9,3937.4,319.4,3618.0,16.5
Fulton,1995,54334,2276,141,2135,7,4188.9,259.5,3929.4,12.9
Fulton,1994,54154,2125,122,2003,8,3924.0,225.3,3698.7,14.8
Fulton,1993,54241,2197,123,2074,6,4050.4,226.8,3823.7,11.1
Fulton,1992,54572,2064,123,1941,5,3782.2,225.4,3556.8,9.2
Fulton,1991,54391,2252,123,2129,7,4140.4,226.1,3914.3,12.9
Fulton,1990,54191,2259,98,2161,8,4168.6,180.8,3987.7,14.8
Genesee,2016,58209,1258,126,1132,9,2161.2,216.5,1944.7,15.5
Genesee,2015,58705,1199,115,1084,4,2042.4,195.9,1846.5,6.8
Genesee,2014,59274,1518,112,1406,6,2561.0,189.0,2372.0,10.1
Genesee,2013,59887,1467,109,1358,18,2449.6,182.0,2267.6,30.1
Genesee,2012,60189,1453,92,1361,6,2414.1,152.9,2261.2,10.0
Genesee,2011,60220,1439,112,1327,6,2389.6,186.0,2203.6,10.0
Genesee,2010,56871,1462,107,1355,9,2570.7,188.1,2382.6,15.8
Genesee,2009,57420,1497,92,1405,12,2607.1,160.2,2446.9,20.9
Genesee,2008,57721,1446,113,1333,11,2505.2,195.8,2309.4,19.1
Genesee,2007,58342,1441,87,1354,6,2469.9,149.1,2320.8,10.3
Genesee,2006,59301,1754,106,1648,4,2957.8,178.7,2779.0,6.7
Genesee,2005,59775,1693,96,1597,7,2832.3,160.6,2671.7,11.7
Genesee,2004,60136,1825,108,1717,10,3034.8,179.6,2855.2,16.6
Genesee,2003,59901,1778,115,1663,17,2968.2,192.0,2776.2,28.4
Genesee,2002,60946,1683,108,1575,4,2761.5,177.2,2584.3,6.6
Genesee,2001,60481,1585,96,1489,6,2620.7,158.7,2461.9,9.9
Genesee,2000,63061,1634,85,1549,9,2591.1,134.8,2456.4,14.3
Genesee,1999,60725,1461,87,1374,5,2405.9,143.3,2262.7,8.2
Genesee,1998,61938,1419,97,1322,14,2291.0,156.6,2134.4,22.6
Genesee,1997,61177,1566,107,1459,7,2559.8,174.9,2384.9,11.4
Genesee,1996,61341,1648,126,1522,11,2686.6,205.4,2481.2,17.9
Genesee,1995,61178,1759,104,1655,8,2875.2,170.0,2705.2,13.1
Genesee,1994,61036,1690,102,1588,6,2768.9,167.1,2601.7,9.8
Genesee,1993,61132,1667,92,1575,11,2726.9,150.5,2576.4,18.0
Genesee,1992,60484,1767,79,1688,2,2921.4,130.6,2790.8,3.3
Genesee,1991,60283,1752,107,1645,6,2906.3,177.5,2728.8,10.0
Genesee,1990,60060,1647,89,1558,3,2742.3,148.2,2594.1,5.0
Greene,2016,47019,541,103,438,5,1150.6,219.1,931.5,10.6
Greene,2015,47590,602,116,486,3,1265.0,243.7,1021.2,6.3
Greene,2014,48364,686,78,608,10,1418.4,161.3,1257.1,20.7
Greene,2013,48582,718,58,660,11,1477.9,119.4,1358.5,22.6
Greene,2012,49218,721,88,633,5,1464.9,178.8,1286.1,10.2
Greene,2011,49442,830,105,725,6,1678.7,212.4,1466.4,12.1
Greene,2010,48478,836,92,744,6,1724.5,189.8,1534.7,12.4
Greene,2009,49071,851,102,749,11,1734.2,207.9,1526.4,22.4
Greene,2008,49358,1418,102,1316,6,2872.9,206.7,2666.2,12.2
Greene,2007,49912,1140,176,964,5,2284.0,352.6,1931.4,10.0
Greene,2006,49815,969,183,786,5,1945.2,367.4,1577.8,10.0
Greene,2005,49265,828,133,695,2,1680.7,270.0,1410.7,4.1
Greene,2004,48959,803,140,663,6,1640.1,286.0,1354.2,12.3
Greene,2003,48621,718,152,566,5,1476.7,312.6,1164.1,10.3
Greene,2002,48655,810,146,664,3,1664.8,300.1,1364.7,6.2
Greene,2001,48284,931,175,756,8,1928.2,362.4,1565.7,16.6
Greene,2000,50420,888,153,735,3,1761.2,303.5,1457.8,6.0
Greene,1999,47863,1110,219,891,3,2319.1,457.6,1861.6,6.3
Greene,1998,47953,1147,326,821,4,2391.9,679.8,1712.1,8.3
Greene,1997,47236,1269,337,932,2,2686.5,713.4,1973.1,4.2
Greene,1996,47365,1222,267,955,5,2580.0,563.7,2016.3,10.6
Greene,1995,47242,1347,283,1064,2,2851.3,599.0,2252.2,4.2
Greene,1994,46535,1315,271,1044,7,2825.8,582.4,2243.5,15.0
Greene,1993,46611,1402,299,1103,2,3007.9,641.5,2366.4,4.3
Greene,1992,45050,1408,261,1147,5,3125.4,579.4,2546.1,11.1
Greene,1991,44903,1626,221,1405,5,3621.1,492.2,3129.0,11.1
Greene,1990,44739,1440,205,1235,4,3218.7,458.2,2760.5,8.9
Hamilton,2016,4657,54,5,49,0,1159.5,107.4,1052.2,0.0
Hamilton,2015,4678,43,3,40,0,919.2,64.1,855.1,0.0
Hamilton,2014,4766,62,1,61,0,1300.9,21.0,1279.9,0.0
Hamilton,2013,4768,62,4,58,2,1300.3,83.9,1216.4,41.9
Hamilton,2012,4819,81,1,80,0,1680.8,20.8,1660.1,0.0
Hamilton,2011,4858,58,1,57,0,1193.9,20.6,1173.3,0.0
Hamilton,2010,4824,52,4,48,1,1077.9,82.9,995.0,20.7
Hamilton,2009,4980,51,2,49,0,1024.1,40.2,983.9,0.0
Hamilton,2008,5036,41,5,36,0,814.1,99.3,714.9,0.0
Hamilton,2007,5117,54,2,52,0,1055.3,39.1,1016.2,0.0
Hamilton,2006,5242,74,6,68,0,1411.7,114.5,1297.2,0.0
Hamilton,2005,5234,84,3,81,1,1604.9,57.3,1547.6,19.1
Hamilton,2004,5288,57,4,53,0,1077.9,75.6,1002.3,0.0
Hamilton,2003,5304,71,3,68,0,1338.6,56.6,1282.1,0.0
Hamilton,2002,5431,110,7,103,0,2025.4,128.9,1896.5,0.0
Hamilton,2001,5389,100,3,97,0,1855.6,55.7,1800.0,0.0
Hamilton,2000,5412,123,7,116,0,2272.7,129.3,2143.4,0.0
Hamilton,1999,5199,135,7,128,1,2596.7,134.6,2462.0,19.2
Hamilton,1998,5224,101,1,100,0,1933.4,19.1,1914.2,0.0
Hamilton,1997,5227,106,4,102,0,2027.9,76.5,1951.4,0.0
Hamilton,1996,5241,111,8,103,1,2117.9,152.6,1965.3,19.1
Hamilton,1995,5228,151,3,148,0,2888.3,57.4,2830.9,0.0
Hamilton,1994,5395,111,5,106,0,2057.5,92.7,1964.8,0.0
Hamilton,1993,5404,128,8,120,0,2368.6,148.0,2220.6,0.0
Hamilton,1992,5315,146,2,144,1,2746.9,37.6,2709.3,18.8
Hamilton,1991,5298,158,10,148,0,2982.3,188.8,2793.5,0.0
Hamilton,1990,5279,100,4,96,0,1894.3,75.8,1818.5,0.0
Herkimer,2016,62419,1060,121,939,5,1698.2,193.9,1504.3,8.0
Herkimer,2015,63446,1021,98,923,4,1609.2,154.5,1454.8,6.3
Herkimer,2014,64218,1123,110,1013,7,1748.7,171.3,1577.4,10.9
Herkimer,2013,64596,1190,126,1064,13,1842.2,195.1,1647.2,20.1
Herkimer,2012,64506,1309,124,1185,7,2029.3,192.2,1837.0,10.9
Herkimer,2011,64809,1362,141,1221,7,2101.6,217.6,1884.0,10.8
Herkimer,2010,61330,1374,169,1205,15,2240.3,275.6,1964.8,24.5
Herkimer,2009,61943,1369,168,1201,9,2210.1,271.2,1938.9,14.5
Herkimer,2008,62313,1285,201,1084,7,2062.2,322.6,1739.6,11.2
Herkimer,2007,63007,1191,177,1014,8,1890.3,280.9,1609.3,12.7
Herkimer,2006,63951,1348,218,1130,5,2107.9,340.9,1767.0,7.8
Herkimer,2005,63949,1468,210,1258,9,2295.6,328.4,1967.2,14.1
Herkimer,2004,63827,1177,177,1000,10,1844.0,277.3,1566.7,15.7
Herkimer,2003,63849,1409,226,1183,6,2206.8,354.0,1852.8,9.4
Herkimer,2002,65041,1414,211,1203,9,2174.0,324.4,1849.6,13.8
Herkimer,2001,64546,1341,171,1170,2,2077.6,264.9,1812.7,3.1
Herkimer,2000,66069,1402,163,1239,5,2122.0,246.7,1875.3,7.6
Herkimer,1999,64124,1450,157,1293,12,2261.2,244.8,2016.4,18.7
Herkimer,1998,65829,1446,141,1305,6,2196.6,214.2,1982.4,9.1
Herkimer,1997,66686,1506,154,1352,3,2258.3,230.9,2027.4,4.5
Herkimer,1996,66869,1417,136,1281,3,2119.1,203.4,1915.7,4.5
Herkimer,1995,66693,1693,190,1503,4,2538.5,284.9,2253.6,6.0
Herkimer,1994,66376,1431,163,1268,7,2155.9,245.6,1910.3,10.5
Herkimer,1993,66483,1469,189,1280,5,2209.6,284.3,1925.3,7.5
Herkimer,1992,66259,1727,193,1534,0,2606.4,291.3,2315.2,0.0
Herkimer,1991,66040,1608,104,1504,10,2434.9,157.5,2277.4,15.1
Herkimer,1990,65797,1287,77,1210,1,1956.0,117.0,1839.0,1.5
Jefferson,2016,117080,2377,281,2096,24,2030.2,240.0,1790.2,20.5
Jefferson,2015,119514,2543,221,2322,17,2127.8,184.9,1942.9,14.2
Jefferson,2014,120437,2531,174,2357,13,2101.5,144.5,1957.0,10.8
Jefferson,2013,121663,2402,140,2262,15,1974.3,115.1,1859.2,12.3
Jefferson,2012,118546,2917,213,2704,20,2460.6,179.7,2281.0,16.9
Jefferson,2011,116751,2481,182,2299,22,2125.0,155.9,1969.1,18.8
Jefferson,2010,118131,2434,220,2214,31,2060.4,186.2,1874.2,26.2
Jefferson,2009,118766,2701,224,2477,28,2274.2,188.6,2085.6,23.6
Jefferson,2008,117896,2771,271,2500,28,2350.4,229.9,2120.5,23.7
Jefferson,2007,114354,2535,288,2247,17,2216.8,251.8,1965.0,14.9
Jefferson,2006,116696,3093,300,2793,25,2650.5,257.1,2393.4,21.4
Jefferson,2005,111627,3061,290,2771,19,2742.2,259.8,2482.4,17.0
Jefferson,2004,114872,2281,230,2051,13,1985.7,200.2,1785.5,11.3
Jefferson,2003,108344,2190,197,1993,15,2021.3,181.8,1839.5,13.8
Jefferson,2002,112804,2060,217,1843,13,1826.2,192.4,1633.8,11.5
Jefferson,2001,111944,2212,174,2038,16,1976.0,155.4,1820.6,14.3
Jefferson,2000,114631,2136,157,1979,11,1863.4,137.0,1726.4,9.6
Jefferson,1999,111180,2226,165,2061,10,2002.2,148.4,1853.8,9.0
Jefferson,1998,113369,2327,173,2154,12,2052.6,152.6,1900.0,10.6
Jefferson,1997,114672,2700,166,2534,10,2354.5,144.8,2209.8,8.7
Jefferson,1996,114980,2886,193,2693,2,2510.0,167.9,2342.1,1.7
Jefferson,1995,114677,2464,150,2314,7,2148.6,130.8,2017.8,6.1
Jefferson,1994,114027,2821,179,2642,12,2474.0,157.0,2317.0,10.5
Jefferson,1993,114208,2882,187,2695,7,2523.5,163.7,2359.7,6.1
Jefferson,1992,111723,2802,249,2553,10,2508.0,222.9,2285.1,9.0
Jefferson,1991,111353,3202,202,3000,2,2875.5,181.4,2694.1,1.8
Jefferson,1990,110943,3135,187,2948,2,2825.8,168.6,2657.2,1.8
Kings,2016,2641827,50802,15523,35279,,1923.0,587.6,1335.4,
Kings,2015,2640252,53957,16385,37572,,2043.6,620.6,1423.0,
Kings,2014,2609972.904,56700,17053,39647,,2172.4,653.4,1519.1,
Kings,2013,2586006.808,59056,18258,40798,,2283.7,706.0,1577.6,
Kings,2012,2539713.758,60690,18673,42017,,2389.6,735.2,1654.4,
Kings,2011,2515957,59014,18182,40832,,2345.6,722.7,1622.9,
Kings,2010,2550004,57172,16514,40658,,2242.0,647.6,1594.4,
Kings,2009,2567968,55816,15803,40013,,2173.5,615.4,1558.2,
Kings,2008,2549604,59547,16895,42652,,2335.5,662.7,1672.9,
Kings,2007,2515380,59321,17526,41795,,2358.3,696.8,1661.6,
Kings,2006,2490325,61368,17992,43376,,2464.3,722.5,1741.8,
Kings,2005,2475286,66239,19369,46870,,2676.0,782.5,1893.5,
Kings,2004,2479004,67962,19735,48227,,2741.5,796.1,1945.4,
Kings,2003,2494204,71289,21485,49804,,2858.2,861.4,1996.8,
Kings,2002,2538594,73707,22466,51241,,2903.5,885.0,2018.5,
Kings,2001,2519228,77831,25226,52605,4091,3089.5,1001.3,2088.1,162.4
Kings,2000,2432404,85912,27611,58301,5042,3532.0,1135.1,2396.8,207.3
Kings,1999,2332789,89153,28725,60428,5134,3821.7,1231.4,2590.4,220.1
Kings,1998,2310331,96447,31123,65324,5422,4174.6,1347.1,2827.5,234.7
Kings,1997,2298630,101454,32697,68757,5517,4413.7,1422.5,2991.2,240.0
Kings,1996,2304633,106659,34798,71861,7117,4628.0,1509.9,3118.1,308.8
Kings,1995,2298337,123733,39887,83846,9578,5383.6,1735.5,3648.1,416.7
Kings,1994,2303574,148398,48212,100186,15260,6442.1,2092.9,4349.2,662.4
Kings,1993,2307039,169236,54931,114305,20453,7335.6,2381.0,4954.6,886.5
Kings,1992,2315780,176699,56682,120017,21070,7630.2,2447.6,5182.6,909.8
Kings,1991,2307907,191259,60814,130445,21878,8287.1,2635.0,5652.1,948.0
Kings,1990,2299285,202009,63087,138922,21025,8785.7,2743.8,6042.0,914.4
Lewis,2016,26758,236,30,206,3,882.0,112.1,769.9,11.2
Lewis,2015,27205,282,27,255,4,1036.6,99.2,937.3,14.7
Lewis,2014,27211,257,27,230,7,944.5,99.2,845.2,25.7
Lewis,2013,27307,332,24,308,10,1215.8,87.9,1127.9,36.6
Lewis,2012,27218,420,19,401,3,1543.1,69.8,1473.3,11.0
Lewis,2011,27209,419,33,386,5,1539.9,121.3,1418.6,18.4
Lewis,2010,25785,462,25,437,5,1791.7,97.0,1694.8,19.4
Lewis,2009,26082,387,23,364,2,1483.8,88.2,1395.6,7.7
Lewis,2008,26403,384,35,349,5,1454.4,132.6,1321.8,18.9
Lewis,2007,26568,409,65,344,2,1539.4,244.7,1294.8,7.5
Lewis,2006,26642,348,26,322,1,1306.2,97.6,1208.6,3.8
Lewis,2005,26602,366,28,338,0,1375.8,105.3,1270.6,0.0
Lewis,2004,26687,317,26,291,0,1187.8,97.4,1090.4,0.0
Lewis,2003,26718,344,47,297,0,1287.5,175.9,1111.6,0.0
Lewis,2002,27201,336,40,296,0,1235.2,147.1,1088.2,0.0
Lewis,2001,26994,316,44,272,0,1170.6,163.0,1007.6,0.0
Lewis,2000,28459,262,14,248,1,920.6,49.2,871.4,3.5
Lewis,1999,27526,284,29,255,1,1031.8,105.4,926.4,3.6
Lewis,1998,28258,469,157,312,0,1659.7,555.6,1104.1,0.0
Lewis,1997,27558,393,41,352,2,1426.1,148.8,1277.3,7.3
Lewis,1996,27632,419,34,385,0,1516.4,123.0,1393.3,0.0
Lewis,1995,27559,299,25,274,1,1084.9,90.7,994.2,3.6
Lewis,1994,27521,262,24,238,1,952.0,87.2,864.8,3.6
Lewis,1993,27565,317,31,286,5,1150.0,112.5,1037.5,18.1
Lewis,1992,26985,298,24,274,1,1104.3,88.9,1015.4,3.7
Lewis,1991,26895,329,16,313,1,1223.3,59.5,1163.8,3.7
Lewis,1990,26796,322,36,286,10,1201.7,134.3,1067.3,37.3
Livingston,2016,64186,883,91,792,8,1375.7,141.8,1233.9,12.5
Livingston,2015,64291,885,77,808,6,1376.6,119.8,1256.8,9.3
Livingston,2014,64636,896,47,849,4,1386.2,72.7,1313.5,6.2
Livingston,2013,64718,1088,56,1032,8,1681.1,86.5,1594.6,12.4
Livingston,2012,65421,1195,54,1141,7,1826.6,82.5,1744.1,10.7
Livingston,2011,65687,1074,44,1030,7,1635.0,67.0,1568.0,10.7
Livingston,2010,62020,1157,47,1110,3,1865.5,75.8,1789.7,4.8
Livingston,2009,63003,998,69,929,9,1584.1,109.5,1474.5,14.3
Livingston,2008,63029,1075,72,1003,6,1705.6,114.2,1591.3,9.5
Livingston,2007,63964,1561,61,1500,7,2440.4,95.4,2345.1,10.9
Livingston,2006,64377,1963,92,1871,10,3049.2,142.9,2906.3,15.5
Livingston,2005,64912,1902,66,1836,3,2930.1,101.7,2828.4,4.6
Livingston,2004,64783,1725,86,1639,10,2662.7,132.8,2530.0,15.4
Livingston,2003,64934,1773,95,1678,8,2730.5,146.3,2584.2,12.3
Livingston,2002,64942,1614,79,1535,1,2485.3,121.6,2363.6,1.5
Livingston,2001,64446,1642,66,1576,6,2547.9,102.4,2445.5,9.3
Livingston,2000,68673,1552,88,1464,7,2260.0,128.1,2131.8,10.2
Livingston,1999,66077,1553,112,1441,8,2350.3,169.5,2180.8,12.1
Livingston,1998,66631,1801,155,1646,7,2702.9,232.6,2470.3,10.5
Livingston,1997,64846,1694,143,1551,2,2612.3,220.5,2391.8,3.1
Livingston,1996,65021,1719,123,1596,3,2643.8,189.2,2454.6,4.6
Livingston,1995,64849,1674,140,1534,7,2581.4,215.9,2365.5,10.8
Livingston,1994,63555,1547,119,1428,4,2434.1,187.2,2246.9,6.3
Livingston,1993,63655,1701,135,1566,6,2672.2,212.1,2460.1,9.4
Livingston,1992,62808,1783,121,1662,1,2838.8,192.7,2646.2,1.6
Livingston,1991,62601,1914,151,1763,2,3057.5,241.2,2816.2,3.2
Livingston,1990,62372,1915,147,1768,16,3070.3,235.7,2834.6,25.7
Madison,2016,71064,1024,122,902,5,1441.0,171.7,1269.3,7.0
Madison,2015,71972,1010,106,904,6,1403.3,147.3,1256.0,8.3
Madison,2014,72243,1134,61,1073,2,1569.7,84.4,1485.3,2.8
Madison,2013,72132,1156,55,1101,4,1602.6,76.2,1526.4,5.5
Madison,2012,73761,1336,59,1277,2,1811.3,80.0,1731.3,2.7
Madison,2011,73772,1282,53,1229,3,1737.8,71.8,1665.9,4.1
Madison,2010,69222,1294,53,1241,8,1869.3,76.6,1792.8,11.6
Madison,2009,69784,1320,59,1261,8,1891.6,84.5,1807.0,11.5
Madison,2008,69859,1461,70,1391,7,2091.4,100.2,1991.2,10.0
Madison,2007,70109,1434,74,1360,4,2045.4,105.5,1939.8,5.7
Madison,2006,70525,1225,66,1159,7,1737.0,93.6,1643.4,9.9
Madison,2005,70508,1298,83,1215,10,1840.9,117.7,1723.2,14.2
Madison,2004,70317,1404,71,1333,4,1996.7,101.0,1895.7,5.7
Madison,2003,69908,1266,82,1184,6,1811.0,117.3,1693.7,8.6
Madison,2002,70104,1366,77,1289,6,1948.5,109.8,1838.7,8.6
Madison,2001,69569,1454,99,1355,4,2090.0,142.3,1947.7,5.7
Madison,2000,74175,1357,90,1267,5,1829.5,121.3,1708.1,6.7
Madison,1999,71152,1264,69,1195,1,1776.5,97.0,1679.5,1.4
Madison,1998,71802,1295,54,1241,3,1803.6,75.2,1728.4,4.2
Madison,1997,71575,1645,72,1573,2,2298.3,100.6,2197.7,2.8
Madison,1996,71768,1683,99,1584,5,2345.1,137.9,2207.1,7.0
Madison,1995,71578,1653,69,1584,3,2309.4,96.4,2213.0,4.2
Madison,1994,71287,1563,48,1515,2,2192.5,67.3,2125.2,2.8
Madison,1993,71400,1520,59,1461,7,2128.9,82.6,2046.2,9.8
Madison,1992,69605,1773,86,1687,1,2547.2,123.6,2423.7,1.4
Madison,1991,69375,1851,76,1775,3,2668.1,109.5,2558.6,4.3
Madison,1990,69120,1913,60,1853,2,2767.7,86.8,2680.8,2.9
